               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  71,              1.2573,              1.4752,              1.4397,             0.70115,             0.56442,             0.62948,             0.47044,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                  72,              1.2629,              1.4811,              1.4412,             0.70063,             0.56582,             0.63103,             0.47133,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                  73,              1.2454,              1.4472,              1.4297,             0.70266,             0.56771,             0.63216,             0.47218,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                  74,              1.2579,              1.4544,              1.4349,             0.70348,             0.56913,             0.63328,             0.47308,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                  75,              1.2492,              1.4461,              1.4324,             0.70466,             0.56998,             0.63465,             0.47432,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                  76,              1.2423,              1.4448,              1.4307,              0.7036,             0.57274,              0.6357,             0.47507,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                  77,              1.2516,              1.4383,              1.4326,             0.70663,             0.57223,             0.63646,             0.47605,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                  78,               1.234,              1.4172,              1.4214,             0.70627,             0.57451,             0.63738,             0.47685,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                  79,              1.2382,              1.4227,              1.4281,             0.70614,             0.57632,             0.63812,             0.47748,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                  80,              1.2281,              1.4031,              1.4158,             0.70598,             0.57815,             0.63936,             0.47829,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                  81,              1.2333,              1.4023,              1.4209,              0.7086,             0.57824,             0.64032,             0.47909,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
