timestamp,GPU Compute (TFLOPS),Network Bandwidth (GB/s),SSD Write (MB/s),SSD Read (MB/s),Home NFS Write (MB/s),Home NFS Read (MB/s),Work NFS Write (MB/s),Work NFS Read (MB/s),Avg Temp (C),Avg Power (W),Avg Util (%),Avg VRAM (MB),25a-hgpn052_G0_TFLOPS,25a-hgpn052_G1_TFLOPS,25a-hgpn052_G2_TFLOPS,25a-hgpn052_G3_TFLOPS,25a-hgpn052_G4_TFLOPS,25a-hgpn052_G5_TFLOPS,25a-hgpn052_G6_TFLOPS,25a-hgpn052_G7_TFLOPS,25a-hgpn053_G0_TFLOPS,25a-hgpn053_G1_TFLOPS,25a-hgpn053_G2_TFLOPS,25a-hgpn053_G3_TFLOPS,25a-hgpn053_G4_TFLOPS,25a-hgpn053_G5_TFLOPS,25a-hgpn053_G6_TFLOPS,25a-hgpn053_G7_TFLOPS
2026-02-25 13:11:00,684.9138793945312,194.51318359375,382.3482666015625,3378.333251953125,483.962646484375,1431.35888671875,1305.2066650390625,1068.0184326171875,51.431861877441406,275.51446533203125,99.68186950683594,129528.4375,685.124755859375,684.22998046875,680.2498168945312,686.0435180664062,684.1015014648438,680.0,688.9628295898438,671.577392578125,690.118896484375,689.5669555664062,699.2717895507812,681.343505859375,677.897216796875,686.6414794921875,681.3460693359375,692.1455688476562
